Mapa,Filas,Columnas,Cajas,Algoritmo,Heuristica,Exito,Motivo_Finalizacion,Costo_Movimientos,Empujes,Nodos_Expandidos,Frontera_Maxima,Tiempo_Segundos
mapa_085,7,7,2,Greedy,h5_h2_corner,True,Solucion,24.0,10.0,36,27,0.0005435999992187135
mapa_085,7,7,2,A*,h1,True,Solucion,24.0,10.0,672,83,0.008434899998974288
mapa_085,7,7,2,A*,h2,True,Solucion,24.0,10.0,555,107,0.008876100000634324
mapa_085,7,7,2,A*,h3_no_admisible,True,Solucion,24.0,10.0,476,88,0.0052431000003707595
mapa_085,7,7,2,A*,h4_corner,True,Solucion,24.0,10.0,381,66,0.009591899999577436
mapa_085,7,7,2,A*,h5_h2_corner,True,Solucion,24.0,10.0,314,77,0.006570499999725143
mapa_086,7,7,2,BFS,,True,Solucion,19.0,10.0,900,115,0.005877000001419219
mapa_086,7,7,2,DFS,,True,Solucion,33.0,14.0,803,35,0.006778200000553625
mapa_086,7,7,2,IDDFS,,True,Solucion,19.0,10.0,44929,20,0.220562800001062
mapa_086,7,7,2,Greedy,h1,True,Solucion,33.0,10.0,67,26,0.0014453000003413763
mapa_086,7,7,2,Greedy,h2,True,Solucion,33.0,10.0,118,50,0.0015876000015850877
mapa_086,7,7,2,Greedy,h3_no_admisible,True,Solucion,33.0,10.0,67,26,0.0008455000006506452
mapa_086,7,7,2,Greedy,h4_corner,True,Solucion,33.0,10.0,67,26,0.0016857999999047024
mapa_086,7,7,2,Greedy,h5_h2_corner,True,Solucion,33.0,10.0,113,47,0.001412499999787542
mapa_086,7,7,2,A*,h1,True,Solucion,19.0,10.0,475,109,0.005805299999337876
mapa_086,7,7,2,A*,h2,True,Solucion,19.0,10.0,379,134,0.005201799998758361
mapa_086,7,7,2,A*,h3_no_admisible,True,Solucion,19.0,10.0,393,95,0.007348700000875397
mapa_086,7,7,2,A*,h4_corner,True,Solucion,19.0,10.0,467,106,0.009588900000380818
mapa_086,7,7,2,A*,h5_h2_corner,True,Solucion,19.0,10.0,374,131,0.007707900000241352
mapa_087,7,7,2,BFS,,True,Solucion,28.0,12.0,1958,152,0.014610700000048382
mapa_087,7,7,2,DFS,,True,Solucion,48.0,16.0,428,39,0.002619099999719765
mapa_087,7,7,2,IDDFS,,False,Limite_Nodos,,,200000,19,0.9948858000007021
mapa_087,7,7,2,Greedy,h1,True,Solucion,42.0,12.0,305,51,0.0034333999992668396
mapa_087,7,7,2,Greedy,h2,True,Solucion,50.0,12.0,194,72,0.0023318000003200723
mapa_087,7,7,2,Greedy,h3_no_admisible,True,Solucion,42.0,12.0,305,51,0.0029402999989542877
mapa_087,7,7,2,Greedy,h4_corner,True,Solucion,42.0,12.0,206,53,0.0022494999993796227
mapa_087,7,7,2,Greedy,h5_h2_corner,True,Solucion,50.0,12.0,131,68,0.001828800001021591
mapa_087,7,7,2,A*,h1,True,Solucion,28.0,12.0,1768,202,0.027394800001275144
mapa_087,7,7,2,A*,h2,True,Solucion,28.0,12.0,1606,247,0.030119500001092092
mapa_087,7,7,2,A*,h3_no_admisible,True,Solucion,28.0,12.0,1305,202,0.019485299999359995
mapa_087,7,7,2,A*,h4_corner,True,Solucion,28.0,12.0,864,160,0.01267319999897154
mapa_087,7,7,2,A*,h5_h2_corner,True,Solucion,28.0,12.0,785,189,0.013594600000942592
mapa_088,7,7,2,BFS,,True,Solucion,24.0,10.0,479,32,0.0028762000001734123
mapa_088,7,7,2,DFS,,True,Solucion,42.0,12.0,429,35,0.00251140000000305
mapa_088,7,7,2,IDDFS,,True,Solucion,24.0,10.0,81908,25,0.43395330000021204
mapa_088,7,7,2,Greedy,h1,True,Solucion,28.0,12.0,230,37,0.0021749999996245606
mapa_088,7,7,2,Greedy,h2,True,Solucion,28.0,12.0,156,63,0.002984999999171123
mapa_088,7,7,2,Greedy,h3_no_admisible,True,Solucion,28.0,12.0,230,37,0.002635500000906177
mapa_088,7,7,2,Greedy,h4_corner,True,Solucion,28.0,12.0,170,35,0.001637200000914163
mapa_088,7,7,2,Greedy,h5_h2_corner,True,Solucion,28.0,12.0,124,53,0.0017241999994439539
mapa_088,7,7,2,A*,h1,True,Solucion,24.0,10.0,404,43,0.004448300000149175
mapa_088,7,7,2,A*,h2,True,Solucion,24.0,10.0,362,54,0.005064599999968777
mapa_088,7,7,2,A*,h3_no_admisible,True,Solucion,24.0,10.0,355,51,0.006602499999644351
mapa_088,7,7,2,A*,h4_corner,True,Solucion,24.0,10.0,308,40,0.005522699999346514
mapa_088,7,7,2,A*,h5_h2_corner,True,Solucion,24.0,10.0,273,51,0.00338729999930365
mapa_089,7,7,2,BFS,,True,Solucion,20.0,8.0,664,62,0.004554600000119535
mapa_089,7,7,2,DFS,,True,Solucion,32.0,12.0,234,23,0.0017454000008001458
mapa_089,7,7,2,IDDFS,,True,Solucion,20.0,8.0,64965,21,0.3451936999990721
mapa_089,7,7,2,Greedy,h1,True,Solucion,28.0,8.0,65,22,0.0005369000009523006
mapa_089,7,7,2,Greedy,h2,True,Solucion,28.0,8.0,67,41,0.0009984000007534632
mapa_089,7,7,2,Greedy,h3_no_admisible,True,Solucion,28.0,8.0,65,22,0.0007644000015716301
mapa_089,7,7,2,Greedy,h4_corner,True,Solucion,28.0,8.0,65,22,0.0005957000012131175
mapa_089,7,7,2,Greedy,h5_h2_corner,True,Solucion,28.0,8.0,60,38,0.0006775999991077697
mapa_089,7,7,2,A*,h1,True,Solucion,20.0,8.0,523,99,0.005250600001090788
mapa_089,7,7,2,A*,h2,True,Solucion,20.0,8.0,421,123,0.0063148999997793
mapa_089,7,7,2,A*,h3_no_admisible,True,Solucion,20.0,8.0,351,96,0.003676399999676505
mapa_089,7,7,2,A*,h4_corner,True,Solucion,20.0,8.0,347,74,0.004489299999477225
mapa_089,7,7,2,A*,h5_h2_corner,True,Solucion,20.0,8.0,283,96,0.004333699998824159
mapa_090,7,7,2,BFS,,True,Solucion,23.0,10.0,2673,246,0.020602499998858548
mapa_090,7,7,2,DFS,,True,Solucion,63.0,16.0,2047,33,0.014479499999652035
mapa_090,7,7,2,IDDFS,,False,Limite_Nodos,,,200000,18,1.0105075999999826
mapa_090,7,7,2,Greedy,h1,True,Solucion,29.0,10.0,243,30,0.0027227999999013264
mapa_090,7,7,2,Greedy,h2,True,Solucion,31.0,10.0,263,110,0.0033123000011983095
mapa_090,7,7,2,Greedy,h3_no_admisible,True,Solucion,29.0,10.0,243,30,0.003213800000594347
mapa_090,7,7,2,Greedy,h4_corner,True,Solucion,29.0,10.0,133,32,0.0028461000001698267
mapa_090,7,7,2,Greedy,h5_h2_corner,True,Solucion,31.0,10.0,122,74,0.0023332000000664266
mapa_090,7,7,2,A*,h1,True,Solucion,23.0,10.0,2155,361,0.03217380000023695
mapa_090,7,7,2,A*,h2,True,Solucion,23.0,10.0,1799,448,0.03231169999889971
mapa_090,7,7,2,A*,h3_no_admisible,True,Solucion,23.0,10.0,1308,251,0.018078900000546128
mapa_090,7,7,2,A*,h4_corner,True,Solucion,23.0,10.0,1293,253,0.018430099999022787
mapa_090,7,7,2,A*,h5_h2_corner,True,Solucion,23.0,10.0,1089,319,0.020602500000677537
mapa_091,7,7,2,BFS,,True,Solucion,16.0,8.0,2450,333,0.02012069999909727
mapa_091,7,7,2,DFS,,True,Solucion,78.0,20.0,1107,66,0.007274599998709164
mapa_091,7,7,2,IDDFS,,True,Solucion,16.0,8.0,170659,17,0.6583346000006713
mapa_091,7,7,2,Greedy,h1,True,Solucion,31.0,12.0,372,59,0.002813600000081351
mapa_091,7,7,2,Greedy,h2,True,Solucion,33.0,12.0,222,138,0.0018708000006881775
mapa_091,7,7,2,Greedy,h3_no_admisible,True,Solucion,31.0,12.0,372,59,0.0022149999986140756
mapa_091,7,7,2,Greedy,h4_corner,True,Solucion,31.0,12.0,255,55,0.001724899999317131
mapa_091,7,7,2,Greedy,h5_h2_corner,True,Solucion,33.0,12.0,179,113,0.0016476000000693602
mapa_091,7,7,2,A*,h1,True,Solucion,16.0,8.0,987,441,0.010305700001481455
mapa_091,7,7,2,A*,h2,True,Solucion,16.0,8.0,700,478,0.007314399999813759
mapa_091,7,7,2,A*,h3_no_admisible,True,Solucion,17.0,8.0,378,170,0.0037219000005279668
mapa_091,7,7,2,A*,h4_corner,True,Solucion,16.0,8.0,757,307,0.007859900000767084
mapa_091,7,7,2,A*,h5_h2_corner,True,Solucion,16.0,8.0,552,362,0.006217999998625601
mapa_092,7,7,2,BFS,,True,Solucion,15.0,8.0,1433,351,0.0074308000002929475
mapa_092,7,7,2,DFS,,True,Solucion,34.0,12.0,408,48,0.001611000001503271
mapa_092,7,7,2,IDDFS,,True,Solucion,15.0,8.0,52026,16,0.15483019999919634
mapa_092,7,7,2,Greedy,h1,True,Solucion,15.0,8.0,52,24,0.0008304000002681278
mapa_092,7,7,2,Greedy,h2,True,Solucion,16.0,8.0,30,29,0.0004353000003902707
mapa_092,7,7,2,Greedy,h3_no_admisible,True,Solucion,15.0,8.0,52,24,0.0003643000000010943
mapa_092,7,7,2,Greedy,h4_corner,True,Solucion,15.0,8.0,52,24,0.0003813999992416939
mapa_092,7,7,2,Greedy,h5_h2_corner,True,Solucion,16.0,8.0,29,28,0.0003218000001652399
mapa_092,7,7,2,A*,h1,True,Solucion,15.0,8.0,440,168,0.004301699998904951
mapa_092,7,7,2,A*,h2,True,Solucion,15.0,8.0,321,192,0.0031553000007988885
mapa_092,7,7,2,A*,h3_no_admisible,True,Solucion,16.0,8.0,250,125,0.0020456000002013752
mapa_092,7,7,2,A*,h4_corner,True,Solucion,15.0,8.0,416,157,0.0036648999994213227
mapa_092,7,7,2,A*,h5_h2_corner,True,Solucion,15.0,8.0,306,181,0.0032348999993701
mapa_093,7,7,2,BFS,,True,Solucion,26.0,10.0,3318,289,0.015134600000237697
mapa_093,7,7,2,DFS,,True,Solucion,122.0,26.0,2878,83,0.012917300000481191
mapa_093,7,7,2,IDDFS,,False,Limite_Nodos,,,200000,19,0.6220302999990963
mapa_093,7,7,2,Greedy,h1,True,Solucion,52.0,12.0,440,42,0.0036920000002282904
mapa_093,7,7,2,Greedy,h2,True,Solucion,58.0,16.0,572,200,0.0046421000006375834
mapa_093,7,7,2,Greedy,h3_no_admisible,True,Solucion,52.0,12.0,440,42,0.0024782000000413973
mapa_093,7,7,2,Greedy,h4_corner,True,Solucion,52.0,12.0,171,47,0.0011634000002231915
mapa_093,7,7,2,Greedy,h5_h2_corner,True,Solucion,58.0,16.0,197,132,0.0018254000005981652
mapa_093,7,7,2,A*,h1,True,Solucion,26.0,10.0,3070,436,0.026092600000993116
mapa_093,7,7,2,A*,h2,True,Solucion,26.0,10.0,2760,543,0.025410199999896577
mapa_093,7,7,2,A*,h3_no_admisible,True,Solucion,26.0,10.0,2334,435,0.019260299999587005
mapa_093,7,7,2,A*,h4_corner,True,Solucion,26.0,10.0,1300,232,0.010942400000203634
mapa_093,7,7,2,A*,h5_h2_corner,True,Solucion,26.0,10.0,1235,277,0.013494699998773285
mapa_094,7,7,2,BFS,,True,Solucion,15.0,8.0,2025,321,0.009517300000879914
mapa_094,7,7,2,DFS,,True,Solucion,89.0,18.0,1084,71,0.004177500000878354
mapa_094,7,7,2,IDDFS,,True,Solucion,15.0,8.0,71080,16,0.213242400001036
mapa_094,7,7,2,Greedy,h1,True,Solucion,17.0,8.0,31,25,0.0002696999999898253
mapa_094,7,7,2,Greedy,h2,True,Solucion,20.0,8.0,44,41,0.00045260000115376897
mapa_094,7,7,2,Greedy,h3_no_admisible,True,Solucion,17.0,8.0,31,25,0.00024200000007112976
mapa_094,7,7,2,Greedy,h4_corner,True,Solucion,17.0,8.0,31,25,0.0002983999984280672
mapa_094,7,7,2,Greedy,h5_h2_corner,True,Solucion,20.0,8.0,42,39,0.00047199999971780926
mapa_094,7,7,2,A*,h1,True,Solucion,15.0,8.0,746,337,0.006063400000130059
mapa_094,7,7,2,A*,h2,True,Solucion,15.0,8.0,511,375,0.006070999999792548
mapa_094,7,7,2,A*,h3_no_admisible,True,Solucion,16.0,8.0,277,163,0.002175899999201647
mapa_094,7,7,2,A*,h4_corner,True,Solucion,15.0,8.0,543,271,0.004807899998922949
mapa_094,7,7,2,A*,h5_h2_corner,True,Solucion,15.0,8.0,382,293,0.004214900000079069
mapa_095,7,7,2,BFS,,True,Solucion,14.0,8.0,1393,218,0.006557699998666067
mapa_095,7,7,2,DFS,,True,Solucion,50.0,16.0,1313,74,0.0053381000016088365
mapa_095,7,7,2,IDDFS,,True,Solucion,14.0,8.0,62379,15,0.17528609999862965
mapa_095,7,7,2,Greedy,h1,True,Solucion,15.0,8.0,31,28,0.0005555999996431638
mapa_095,7,7,2,Greedy,h2,True,Solucion,16.0,8.0,32,38,0.0005986000014672754
mapa_095,7,7,2,Greedy,h3_no_admisible,True,Solucion,15.0,8.0,31,28,0.0002445999998599291
mapa_095,7,7,2,Greedy,h4_corner,True,Solucion,15.0,8.0,31,28,0.00028310000016062986
mapa_095,7,7,2,Greedy,h5_h2_corner,True,Solucion,16.0,8.0,31,36,0.00036870000076305587
mapa_095,7,7,2,A*,h1,True,Solucion,14.0,8.0,506,247,0.0042876999996224185
mapa_095,7,7,2,A*,h2,True,Solucion,14.0,8.0,340,269,0.004491000001507928
mapa_095,7,7,2,A*,h3_no_admisible,True,Solucion,14.0,8.0,94,85,0.0009114999993471429
mapa_095,7,7,2,A*,h4_corner,True,Solucion,14.0,8.0,444,224,0.00464069999907224
mapa_095,7,7,2,A*,h5_h2_corner,True,Solucion,14.0,8.0,299,239,0.004083700001501711
mapa_096,7,7,2,BFS,,True,Solucion,15.0,8.0,1432,250,0.00701640000079351
mapa_096,7,7,2,DFS,,True,Solucion,39.0,8.0,501,33,0.002154300000256626
mapa_096,7,7,2,IDDFS,,True,Solucion,15.0,8.0,31779,16,0.10103969999909168
mapa_096,7,7,2,Greedy,h1,True,Solucion,15.0,8.0,33,28,0.0002896999994845828
mapa_096,7,7,2,Greedy,h2,True,Solucion,17.0,8.0,32,39,0.0003362000006745802
mapa_096,7,7,2,Greedy,h3_no_admisible,True,Solucion,15.0,8.0,33,28,0.00024019999909796752
mapa_096,7,7,2,Greedy,h4_corner,True,Solucion,15.0,8.0,33,28,0.00027380000028642826
mapa_096,7,7,2,Greedy,h5_h2_corner,True,Solucion,17.0,8.0,31,37,0.0003911000003427034
mapa_096,7,7,2,A*,h1,True,Solucion,15.0,8.0,524,218,0.00422929999876942
mapa_096,7,7,2,A*,h2,True,Solucion,15.0,8.0,366,242,0.004082699999344186
mapa_096,7,7,2,A*,h3_no_admisible,True,Solucion,15.0,8.0,173,100,0.0015388000010716496
mapa_096,7,7,2,A*,h4_corner,True,Solucion,15.0,8.0,356,173,0.0034711000007519033
mapa_096,7,7,2,A*,h5_h2_corner,True,Solucion,15.0,8.0,257,182,0.003838700000414974
mapa_097,7,7,2,BFS,,True,Solucion,17.0,8.0,2309,278,0.010276799999701325
mapa_097,7,7,2,DFS,,True,Solucion,95.0,20.0,2083,67,0.01014509999913571
mapa_097,7,7,2,IDDFS,,True,Solucion,17.0,8.0,173008,18,0.5858040999992227
mapa_097,7,7,2,Greedy,h1,True,Solucion,25.0,10.0,65,34,0.0009993000003305497
mapa_097,7,7,2,Greedy,h2,True,Solucion,29.0,10.0,194,131,0.0017324000000371598
mapa_097,7,7,2,Greedy,h3_no_admisible,True,Solucion,25.0,10.0,65,34,0.00044470000102592167
mapa_097,7,7,2,Greedy,h4_corner,True,Solucion,25.0,10.0,59,32,0.0004456000006030081
mapa_097,7,7,2,Greedy,h5_h2_corner,True,Solucion,29.0,10.0,158,109,0.0021183999997447245
mapa_097,7,7,2,A*,h1,True,Solucion,17.0,8.0,1264,403,0.01216270000077202
mapa_097,7,7,2,A*,h2,True,Solucion,17.0,8.0,916,450,0.011219399999390589
mapa_097,7,7,2,A*,h3_no_admisible,True,Solucion,17.0,8.0,560,238,0.004388200000903453
mapa_097,7,7,2,A*,h4_corner,True,Solucion,17.0,8.0,843,258,0.008698799998455797
mapa_097,7,7,2,A*,h5_h2_corner,True,Solucion,17.0,8.0,649,301,0.0068452000014076475
mapa_098,7,7,2,BFS,,True,Solucion,17.0,8.0,3039,374,0.013278799999170587
mapa_098,7,7,2,DFS,,True,Solucion,49.0,16.0,1878,47,0.007818300000508316
mapa_098,7,7,2,IDDFS,,False,Limite_Nodos,,,200000,16,0.5810077999994974
mapa_098,7,7,2,Greedy,h1,True,Solucion,37.0,14.0,646,86,0.005276500000036322
mapa_098,7,7,2,Greedy,h2,True,Solucion,37.0,14.0,405,219,0.003262899999754154
mapa_098,7,7,2,Greedy,h3_no_admisible,True,Solucion,37.0,14.0,646,86,0.0037621999999828404
mapa_098,7,7,2,Greedy,h4_corner,True,Solucion,37.0,14.0,470,69,0.0030653000012534903
mapa_098,7,7,2,Greedy,h5_h2_corner,True,Solucion,37.0,14.0,314,167,0.003535399999236688
mapa_098,7,7,2,A*,h1,True,Solucion,17.0,8.0,1861,589,0.01890559999992547
mapa_098,7,7,2,A*,h2,True,Solucion,17.0,8.0,1416,692,0.01491619999978866
mapa_098,7,7,2,A*,h3_no_admisible,True,Solucion,17.0,8.0,797,344,0.006693799999993644
mapa_098,7,7,2,A*,h4_corner,True,Solucion,17.0,8.0,1171,356,0.011353500000041095
mapa_098,7,7,2,A*,h5_h2_corner,True,Solucion,17.0,8.0,931,420,0.010084800000186078
mapa_099,7,7,2,BFS,,True,Solucion,16.0,8.0,2677,379,0.012199999999211286
mapa_099,7,7,2,DFS,,True,Solucion,33.0,14.0,441,42,0.0017425000005459879
mapa_099,7,7,2,IDDFS,,False,Limite_Nodos,,,200000,17,0.5646043999986432
mapa_099,7,7,2,Greedy,h1,True,Solucion,25.0,8.0,126,61,0.001573199999256758
mapa_099,7,7,2,Greedy,h2,True,Solucion,16.0,8.0,70,76,0.0007034000009298325
mapa_099,7,7,2,Greedy,h3_no_admisible,True,Solucion,25.0,8.0,126,61,0.0008398999998462386
mapa_099,7,7,2,Greedy,h4_corner,True,Solucion,25.0,8.0,126,61,0.0009482000004936708
mapa_099,7,7,2,Greedy,h5_h2_corner,True,Solucion,16.0,8.0,59,61,0.0006350000003294554
mapa_099,7,7,2,A*,h1,True,Solucion,16.0,8.0,1578,609,0.015352399999756017
mapa_099,7,7,2,A*,h2,True,Solucion,16.0,8.0,1159,645,0.013906199999837554
mapa_099,7,7,2,A*,h3_no_admisible,True,Solucion,16.0,8.0,741,362,0.0074373999996169005
mapa_099,7,7,2,A*,h4_corner,True,Solucion,16.0,8.0,846,295,0.008095999999568448
mapa_099,7,7,2,A*,h5_h2_corner,True,Solucion,16.0,8.0,687,334,0.009764800000994
